HELP_ID	CODE	UMASK	OTHER	COMMON	WEIGHT	COUNTER	NAME	DESCRIPTION	HELP_FILE	OVERFLOW	SAV_LOWER_LIMIT	DEFAULT	CALIBRATION	PRECISE_EVENT	EM TRIGGER
0x10005	0x7	0x81	0x53	0x801	0	"0,1"	PREFETCH.PREFETCHT0	Streaming SIMD Extensions (SSE) PrefetchT0 instructions executed.	pmb.chm	2000000	0	0	0	0	0
0x10005	0x7	0x82	0x53	0x801	0	"0,1"	PREFETCH.PREFETCHT1	Streaming SIMD Extensions (SSE) PrefetchT1 instructions executed.	pmb.chm	2000000	0	0	0	0	0
0x10005	0x7	0x84	0x53	0x801	0	"0,1"	PREFETCH.PREFETCHT2	Streaming SIMD Extensions (SSE) PrefetchT2 instructions executed.	pmb.chm	2000000	0	0	0	0	0
0x10005	0x7	0x86	0x53	0x801	0	"0,1"	PREFETCH.SW_L2	Streaming SIMD Extensions (SSE) PrefetchT1 and PrefetchT2 instructions executed	pmb.chm	2000000	0	0	0	0	0
0x10005	0x7	0x88	0x53	0x801	0	"0,1"	PREFETCH.PREFETCHNTA	Streaming SIMD Extensions (SSE) Prefetch NTA instructions executed	pmb.chm	2000000	0	0	0	0	0
0x10005	0x7	0x10	0x53	0x801	0	"0,1"	PREFETCH.HW_PREFETCH	L1 hardware prefetch request	pmb.chm	2000000	0	0	0	0	0
0x10005	0x7	0xF	0x53	0x801	0	"0,1"	PREFETCH.SOFTWARE_PREFETCH	Any Software prefetch	pmb.chm	2000000	0	0	0	0	0
0x10005	0x7	0x8F	0x53	0x801	0	"0,1"	PREFETCH.SOFTWARE_PREFETCH.AR	Any Software prefetch	pmb.chm	2000000	0	0	0	0	0
0x10006	0x8	0x7	0x53	0x101	0	"0,1"	DATA_TLB_MISSES.DTLB_MISS	Memory accesses that missed the DTLB.	pmb.chm	200000	0	0	0	0	0
0x10006	0x8	0x5	0x53	0x101	0	"0,1"	DATA_TLB_MISSES.DTLB_MISS_LD	DTLB misses due to load operations.	pmb.chm	200000	0	0	0	0	0
0x10006	0x8	0x9	0x53	0x101	0	"0,1"	DATA_TLB_MISSES.L0_DTLB_MISS_LD	L0 DTLB misses due to load operations.	pmb.chm	200000	0	0	0	0	0
0x10006	0x8	0x6	0x53	0x101	0	"0,1"	DATA_TLB_MISSES.DTLB_MISS_ST	DTLB misses due to store operations.	pmb.chm	200000	0	0	0	0	0
0x10006	0x8	0xA	0x53	0x101	0	"0,1"	DATA_TLB_MISSES.L0_DTLB_MISS_ST	L0 DTLB misses due to store operations	pmb.chm	200000	0	0	0	0	0
0x10007	0x9	0x20	0x53	0x5	0	"0,1"	DISPATCH_BLOCKED.ANY	Memory cluster signals to block micro-op dispatch for any reason	pmb.chm	200000	0	0	0	0	0
0x10008	0xC	0x3	0x57	0x101	0	"0,1"	PAGE_WALKS.WALKS	Number of page-walks executed.	pmb.chm	200000	0	0	0	0	0
0x10008	0xC	0x3	0x53	0x101	0	"0,1"	PAGE_WALKS.CYCLES	Duration of page-walks in core cycles	pmb.chm	2000000	0	0	0	0	0
0x10008	0xC	0x1	0x57	0x101	0	"0,1"	PAGE_WALKS.D_SIDE_WALKS	Number of D-side only page walks	pmb.chm	200000	0	0	0	0	0
0x10008	0xC	0x1	0x53	0x101	0	"0,1"	PAGE_WALKS.D_SIDE_CYCLES	Duration of D-side only page walks	pmb.chm	2000000	0	0	0	0	0
0x10008	0xC	0x2	0x57	0x101	0	"0,1"	PAGE_WALKS.I_SIDE_WALKS	Number of I-Side page walks	pmb.chm	200000	0	0	0	0	0
0x10008	0xC	0x2	0x53	0x101	0	"0,1"	PAGE_WALKS.I_SIDE_CYCLES	Duration of I-Side page walks	pmb.chm	2000000	0	0	0	0	0
0x10009	0x10	0x1	0x53	0x9	0	"0,1"	X87_COMP_OPS_EXE.ANY.S	Floating point computational micro-ops executed.	pmb.chm	2000000	0	0	0	0	0
0x10009	0x10	0x81	0x53	0x9	0	"0,1"	X87_COMP_OPS_EXE.ANY.AR	Floating point computational micro-ops retired.	pmb.chm	2000000	0	0	0	1	0
0x10009	0x10	0x2	0x53	0x9	0	"0,1"	X87_COMP_OPS_EXE.FXCH.S	FXCH uops executed.	pmb.chm	2000000	0	0	0	0	0
0x10009	0x10	0x82	0x53	0x9	0	"0,1"	X87_COMP_OPS_EXE.FXCH.AR	FXCH uops retired.	pmb.chm	2000000	0	0	0	1	0
0x1000A	0x11	0x1	0x53	0x9	0	"0,1"	FP_ASSIST.S	Floating point assists.	pmb.chm	10000	0	0	0	0	0
0x1000A	0x11	0x81	0x53	0x9	0	"0,1"	FP_ASSIST.AR	Floating point assists for retired operations.	pmb.chm	10000	0	0	0	0	0
0x1000B	0x12	0x1	0x53	0x9	0	"0,1"	MUL.S	Multiply operations executed.	pmb.chm	2000000	0	0	0	0	0
0x1000B	0x12	0x81	0x53	0x9	0	"0,1"	MUL.AR	Multiply operations retired	pmb.chm	2000000	0	0	0	0	0
0x1000C	0x13	0x1	0x53	0x9	0	"0,1"	DIV.S	Divide operations executed.	pmb.chm	2000000	0	0	0	0	0
0x1000C	0x13	0x81	0x53	0x9	0	"0,1"	DIV.AR	Divide operations retired	pmb.chm	2000000	0	0	0	0	0
0x1000D	0x14	0x1	0x53	0x9	0	"0,1"	CYCLES_DIV_BUSY	Cycles the divider is busy.	pmb.chm	2000000	0	0	0	0	0
0x1000E	0x21	0x40	0x53	0x81	0	"0,1"	L2_ADS.SELF	Cycles L2 address bus is in use.	pmb.chm	200000	0	0	0	0	0
0x1000F	0x22	0x40	0x53	0x81	0	"0,1"	L2_DBUS_BUSY.SELF	Cycles the L2 cache data bus is busy.	pmb.chm	200000	0	0	0	0	0
0x10010	0x23	0x40	0x53	0x81	0	"0,1"	L2_DBUS_BUSY_RD.SELF	Cycles the L2 transfers data to the core.	pmb.chm	200000	0	0	0	0	0
0x10011	0x24	0x70	0x53	0x81	0	"0,1"	L2_LINES_IN.SELF.ANY	L2 cache misses.	pmb.chm	200000	0	0	0	0	0
0x10011	0x24	0x40	0x53	0x81	0	"0,1"	L2_LINES_IN.SELF.DEMAND	L2 cache misses.	pmb.chm	200000	0	0	0	0	0
0x10011	0x24	0x50	0x53	0x81	0	"0,1"	L2_LINES_IN.SELF.PREFETCH	L2 cache misses.	pmb.chm	200000	0	0	0	0	0
0x10012	0x25	0x40	0x53	0x81	0	"0,1"	L2_M_LINES_IN.SELF	L2 cache line modifications.	pmb.chm	200000	0	0	0	0	0
0x10013	0x26	0x70	0x53	0x81	0	"0,1"	L2_LINES_OUT.SELF.ANY	L2 cache lines evicted. 	pmb.chm	200000	0	0	0	0	0
0x10013	0x26	0x40	0x53	0x81	0	"0,1"	L2_LINES_OUT.SELF.DEMAND	L2 cache lines evicted. 	pmb.chm	200000	0	0	0	0	0
0x10013	0x26	0x50	0x53	0x81	0	"0,1"	L2_LINES_OUT.SELF.PREFETCH	L2 cache lines evicted. 	pmb.chm	200000	0	0	0	0	0
0x10014	0x27	0x70	0x53	0x81	0	"0,1"	L2_M_LINES_OUT.SELF.ANY	Modified lines evicted from the L2 cache	pmb.chm	200000	0	0	0	0	0
0x10014	0x27	0x40	0x53	0x81	0	"0,1"	L2_M_LINES_OUT.SELF.DEMAND	Modified lines evicted from the L2 cache	pmb.chm	200000	0	0	0	0	0
0x10014	0x27	0x50	0x53	0x81	0	"0,1"	L2_M_LINES_OUT.SELF.PREFETCH	Modified lines evicted from the L2 cache	pmb.chm	200000	0	0	0	0	0
0x10015	0x28	0x44	0x53	0x81	0	"0,1"	L2_IFETCH.SELF.E_STATE	L2 cacheable instruction fetch requests	pmb.chm	200000	0	0	0	0	0
0x10015	0x28	0x41	0x53	0x81	0	"0,1"	L2_IFETCH.SELF.I_STATE	L2 cacheable instruction fetch requests	pmb.chm	200000	0	0	0	0	0
0x10015	0x28	0x48	0x53	0x81	0	"0,1"	L2_IFETCH.SELF.M_STATE	L2 cacheable instruction fetch requests	pmb.chm	200000	0	0	0	0	0
0x10015	0x28	0x42	0x53	0x81	0	"0,1"	L2_IFETCH.SELF.S_STATE	L2 cacheable instruction fetch requests	pmb.chm	200000	0	0	0	0	0
0x10015	0x28	0x4F	0x53	0x81	0	"0,1"	L2_IFETCH.SELF.MESI	L2 cacheable instruction fetch requests	pmb.chm	200000	0	0	0	0	0
0x10016	0x29	0x74	0x53	0x81	0	"0,1"	L2_LD.SELF.ANY.E_STATE	L2 cache reads	pmb.chm	200000	0	0	0	0	0
0x10016	0x29	0x71	0x53	0x81	0	"0,1"	L2_LD.SELF.ANY.I_STATE	L2 cache reads	pmb.chm	200000	0	0	0	0	0
0x10016	0x29	0x78	0x53	0x81	0	"0,1"	L2_LD.SELF.ANY.M_STATE	L2 cache reads	pmb.chm	200000	0	0	0	0	0
0x10016	0x29	0x72	0x53	0x81	0	"0,1"	L2_LD.SELF.ANY.S_STATE	L2 cache reads	pmb.chm	200000	0	0	0	0	0
0x10016	0x29	0x7F	0x53	0x81	0	"0,1"	L2_LD.SELF.ANY.MESI	L2 cache reads	pmb.chm	200000	0	0	0	0	0
0x10016	0x29	0x44	0x53	0x81	0	"0,1"	L2_LD.SELF.DEMAND.E_STATE	L2 cache reads	pmb.chm	200000	0	0	0	0	0
0x10016	0x29	0x41	0x53	0x81	0	"0,1"	L2_LD.SELF.DEMAND.I_STATE	L2 cache reads	pmb.chm	200000	0	0	0	0	0
0x10016	0x29	0x48	0x53	0x81	0	"0,1"	L2_LD.SELF.DEMAND.M_STATE	L2 cache reads	pmb.chm	200000	0	0	0	0	0
0x10016	0x29	0x42	0x53	0x81	0	"0,1"	L2_LD.SELF.DEMAND.S_STATE	L2 cache reads	pmb.chm	200000	0	0	0	0	0
0x10016	0x29	0x4F	0x53	0x81	0	"0,1"	L2_LD.SELF.DEMAND.MESI	L2 cache reads	pmb.chm	200000	0	0	0	0	0
0x10016	0x29	0x54	0x53	0x81	0	"0,1"	L2_LD.SELF.PREFETCH.E_STATE	L2 cache reads	pmb.chm	200000	0	0	0	0	0
0x10016	0x29	0x51	0x53	0x81	0	"0,1"	L2_LD.SELF.PREFETCH.I_STATE	L2 cache reads	pmb.chm	200000	0	0	0	0	0
0x10016	0x29	0x58	0x53	0x81	0	"0,1"	L2_LD.SELF.PREFETCH.M_STATE	L2 cache reads	pmb.chm	200000	0	0	0	0	0
0x10016	0x29	0x52	0x53	0x81	0	"0,1"	L2_LD.SELF.PREFETCH.S_STATE	L2 cache reads	pmb.chm	200000	0	0	0	0	0
0x10016	0x29	0x5F	0x53	0x81	0	"0,1"	L2_LD.SELF.PREFETCH.MESI	L2 cache reads	pmb.chm	200000	0	0	0	0	0
0x10017	0x2A	0x44	0x53	0x81	0	"0,1"	L2_ST.SELF.E_STATE	L2 store requests	pmb.chm	200000	0	0	0	0	0
0x10017	0x2A	0x41	0x53	0x81	0	"0,1"	L2_ST.SELF.I_STATE	L2 store requests	pmb.chm	200000	0	0	0	0	0
0x10017	0x2A	0x48	0x53	0x81	0	"0,1"	L2_ST.SELF.M_STATE	L2 store requests	pmb.chm	200000	0	0	0	0	0
0x10017	0x2A	0x42	0x53	0x81	0	"0,1"	L2_ST.SELF.S_STATE	L2 store requests	pmb.chm	200000	0	0	0	0	0
0x10017	0x2A	0x4F	0x53	0x81	0	"0,1"	L2_ST.SELF.MESI	L2 store requests	pmb.chm	200000	0	0	0	0	0
0x10018	0x2B	0x44	0x53	0x81	0	"0,1"	L2_LOCK.SELF.E_STATE	L2 locked accesses	pmb.chm	200000	0	0	0	0	0
0x10018	0x2B	0x41	0x53	0x81	0	"0,1"	L2_LOCK.SELF.I_STATE	L2 locked accesses	pmb.chm	200000	0	0	0	0	0
0x10018	0x2B	0x48	0x53	0x81	0	"0,1"	L2_LOCK.SELF.M_STATE	L2 locked accesses	pmb.chm	200000	0	0	0	0	0
0x10018	0x2B	0x42	0x53	0x81	0	"0,1"	L2_LOCK.SELF.S_STATE	L2 locked accesses	pmb.chm	200000	0	0	0	0	0
0x10018	0x2B	0x4F	0x53	0x81	0	"0,1"	L2_LOCK.SELF.MESI	L2 locked accesses	pmb.chm	200000	0	0	0	0	0
0x10019	0x2C	0x44	0x53	0x81	0	"0,1"	L2_DATA_RQSTS.SELF.E_STATE	All data requests from the L1 data cache	pmb.chm	200000	0	0	0	0	0
0x10019	0x2C	0x41	0x53	0x81	0	"0,1"	L2_DATA_RQSTS.SELF.I_STATE	All data requests from the L1 data cache	pmb.chm	200000	0	0	0	0	0
0x10019	0x2C	0x48	0x53	0x81	0	"0,1"	L2_DATA_RQSTS.SELF.M_STATE	All data requests from the L1 data cache	pmb.chm	200000	0	0	0	0	0
0x10019	0x2C	0x42	0x53	0x81	0	"0,1"	L2_DATA_RQSTS.SELF.S_STATE	All data requests from the L1 data cache	pmb.chm	200000	0	0	0	0	0
0x10019	0x2C	0x4F	0x53	0x81	0	"0,1"	L2_DATA_RQSTS.SELF.MESI	All data requests from the L1 data cache	pmb.chm	200000	0	0	0	0	0
0x1001A	0x2D	0x44	0x53	0x81	0	"0,1"	L2_LD_IFETCH.SELF.E_STATE	All read requests from L1 instruction and data caches	pmb.chm	200000	0	0	0	0	0
0x1001A	0x2D	0x41	0x53	0x81	0	"0,1"	L2_LD_IFETCH.SELF.I_STATE	All read requests from L1 instruction and data caches	pmb.chm	200000	0	0	0	0	0
0x1001A	0x2D	0x48	0x53	0x81	0	"0,1"	L2_LD_IFETCH.SELF.M_STATE	All read requests from L1 instruction and data caches	pmb.chm	200000	0	0	0	0	0
0x1001A	0x2D	0x42	0x53	0x81	0	"0,1"	L2_LD_IFETCH.SELF.S_STATE	All read requests from L1 instruction and data caches	pmb.chm	200000	0	0	0	0	0
0x1001A	0x2D	0x4F	0x53	0x81	0	"0,1"	L2_LD_IFETCH.SELF.MESI	All read requests from L1 instruction and data caches	pmb.chm	200000	0	0	0	0	0
0x1001B	0x2E	0x74	0x53	0x81	0	"0,1"	L2_RQSTS.SELF.ANY.E_STATE	L2 cache requests	pmb.chm	200000	0	0	0	0	0
0x1001B	0x2E	0x71	0x53	0x81	0	"0,1"	L2_RQSTS.SELF.ANY.I_STATE	L2 cache requests	pmb.chm	200000	0	0	0	0	0
0x1001B	0x2E	0x78	0x53	0x81	0	"0,1"	L2_RQSTS.SELF.ANY.M_STATE	L2 cache requests	pmb.chm	200000	0	0	0	0	0
0x1001B	0x2E	0x72	0x53	0x81	0	"0,1"	L2_RQSTS.SELF.ANY.S_STATE	L2 cache requests	pmb.chm	200000	0	0	0	0	0
0x1001B	0x2E	0x7F	0x53	0x81	0	"0,1"	L2_RQSTS.SELF.ANY.MESI	L2 cache requests	pmb.chm	200000	0	0	0	0	0
0x1001B	0x2E	0x44	0x53	0x81	0	"0,1"	L2_RQSTS.SELF.DEMAND.E_STATE	L2 cache requests	pmb.chm	200000	0	0	0	0	0
0x1001B	0x2E	0x41	0x53	0x81	0	"0,1"	L2_RQSTS.SELF.DEMAND.I_STATE	L2 cache requests	pmb.chm	200000	0	0	0	0	0
0x1001B	0x2E	0x48	0x53	0x81	0	"0,1"	L2_RQSTS.SELF.DEMAND.M_STATE	L2 cache requests	pmb.chm	200000	0	0	0	0	0
0x1001B	0x2E	0x42	0x53	0x81	0	"0,1"	L2_RQSTS.SELF.DEMAND.S_STATE	L2 cache requests	pmb.chm	200000	0	0	0	0	0
0x1001B	0x2E	0x4F	0x53	0x81	0	"0,1"	L2_RQSTS.SELF.DEMAND.MESI	L2 cache requests	pmb.chm	200000	0	0	0	0	0
0x1001B	0x2E	0x54	0x53	0x81	0	"0,1"	L2_RQSTS.SELF.PREFETCH.E_STATE	L2 cache requests	pmb.chm	200000	0	0	0	0	0
0x1001B	0x2E	0x51	0x53	0x81	0	"0,1"	L2_RQSTS.SELF.PREFETCH.I_STATE	L2 cache requests	pmb.chm	200000	0	0	0	0	0
0x1001B	0x2E	0x58	0x53	0x81	0	"0,1"	L2_RQSTS.SELF.PREFETCH.M_STATE	L2 cache requests	pmb.chm	200000	0	0	0	0	0
0x1001B	0x2E	0x52	0x53	0x81	0	"0,1"	L2_RQSTS.SELF.PREFETCH.S_STATE	L2 cache requests	pmb.chm	200000	0	0	0	0	0
0x1001B	0x2E	0x5F	0x53	0x81	0	"0,1"	L2_RQSTS.SELF.PREFETCH.MESI	L2 cache requests	pmb.chm	200000	0	0	0	0	0
0x1001B	0x2E	0x41	0x53	0x81	0	"0,1"	L2_RQSTS.SELF.DEMAND.I_STATE	L2 cache demand requests from this core that missed the L2	pmb.chm	200000	0	0	0	0	0
0x1001B	0x2E	0x4F	0x53	0x81	0	"0,1"	L2_RQSTS.SELF.DEMAND.MESI	L2 cache demand requests from this core	pmb.chm	200000	0	0	0	0	0
0x1001C	0x30	0x74	0x53	0x81	0	"0,1"	L2_REJECT_BUSQ.SELF.ANY.E_STATE	Rejected L2 cache requests	pmb.chm	200000	0	0	0	0	0
0x1001C	0x30	0x71	0x53	0x81	0	"0,1"	L2_REJECT_BUSQ.SELF.ANY.I_STATE	Rejected L2 cache requests	pmb.chm	200000	0	0	0	0	0
0x1001C	0x30	0x78	0x53	0x81	0	"0,1"	L2_REJECT_BUSQ.SELF.ANY.M_STATE	Rejected L2 cache requests	pmb.chm	200000	0	0	0	0	0
0x1001C	0x30	0x72	0x53	0x81	0	"0,1"	L2_REJECT_BUSQ.SELF.ANY.S_STATE	Rejected L2 cache requests	pmb.chm	200000	0	0	0	0	0
0x1001C	0x30	0x7F	0x53	0x81	0	"0,1"	L2_REJECT_BUSQ.SELF.ANY.MESI	Rejected L2 cache requests	pmb.chm	200000	0	0	0	0	0
0x1001C	0x30	0x44	0x53	0x81	0	"0,1"	L2_REJECT_BUSQ.SELF.DEMAND.E_STATE	Rejected L2 cache requests	pmb.chm	200000	0	0	0	0	0
0x1001C	0x30	0x41	0x53	0x81	0	"0,1"	L2_REJECT_BUSQ.SELF.DEMAND.I_STATE	Rejected L2 cache requests	pmb.chm	200000	0	0	0	0	0
0x1001C	0x30	0x48	0x53	0x81	0	"0,1"	L2_REJECT_BUSQ.SELF.DEMAND.M_STATE	Rejected L2 cache requests	pmb.chm	200000	0	0	0	0	0
0x1001C	0x30	0x42	0x53	0x81	0	"0,1"	L2_REJECT_BUSQ.SELF.DEMAND.S_STATE	Rejected L2 cache requests	pmb.chm	200000	0	0	0	0	0
0x1001C	0x30	0x4F	0x53	0x81	0	"0,1"	L2_REJECT_BUSQ.SELF.DEMAND.MESI	Rejected L2 cache requests	pmb.chm	200000	0	0	0	0	0
0x1001C	0x30	0x54	0x53	0x81	0	"0,1"	L2_REJECT_BUSQ.SELF.PREFETCH.E_STATE	Rejected L2 cache requests	pmb.chm	200000	0	0	0	0	0
0x1001C	0x30	0x51	0x53	0x81	0	"0,1"	L2_REJECT_BUSQ.SELF.PREFETCH.I_STATE	Rejected L2 cache requests	pmb.chm	200000	0	0	0	0	0
0x1001C	0x30	0x58	0x53	0x81	0	"0,1"	L2_REJECT_BUSQ.SELF.PREFETCH.M_STATE	Rejected L2 cache requests	pmb.chm	200000	0	0	0	0	0
0x1001C	0x30	0x52	0x53	0x81	0	"0,1"	L2_REJECT_BUSQ.SELF.PREFETCH.S_STATE	Rejected L2 cache requests	pmb.chm	200000	0	0	0	0	0
0x1001C	0x30	0x5F	0x53	0x81	0	"0,1"	L2_REJECT_BUSQ.SELF.PREFETCH.MESI	Rejected L2 cache requests	pmb.chm	200000	0	0	0	0	0
0x1001D	0x32	0x40	0x53	0x81	0	"0,1"	L2_NO_REQ.SELF	Cycles no L2 cache requests are pending	pmb.chm	200000	0	0	0	0	0
0x1001E	0x3A	0x0	0x53	0x2001	0	"0,1"	EIST_TRANS	Number of Enhanced Intel SpeedStep(R) Technology (EIST) transitions	pmb.chm	200000	0	0	0	0	0
0x1001F	0x3B	0xC0	0x53	0x2001	0	"0,1"	THERMAL_TRIP	Number of thermal trips	pmb.chm	200000	0	0	0	0	0
0x10020	0x3C	0x0	0x53	0x1001	0	"0,1"	CPU_CLK_UNHALTED.CORE_P	Core cycles when core is not halted	pmb.chm	2000000	5	0	0	0	0
0x10020	0x3C	0x1	0x53	0x1001	0	"0,1"	CPU_CLK_UNHALTED.BUS	Bus cycles when core is not halted	pmb.chm	200000	5	0	0	0	0
0x10021	0xA	0x0	0x53	0x1001	0	33	CPU_CLK_UNHALTED.CORE	Core cycles when core is not halted	pmb.chm	2000000	5	1	0	0	2
0x10021	0xA	0x0	0x53	0x1001	0	34	CPU_CLK_UNHALTED.REF	Reference cycles when core is not halted.	pmb.chm	2000000	5	0	0	0	1
0x10022	0x40	0xA1	0x53	0x21	0	"0,1"	L1D_CACHE.LD	L1 Cacheable Data Reads	pmb.chm	2000000	0	0	0	0	0
0x10022	0x40	0xA2	0x53	0x21	0	"0,1"	L1D_CACHE.ST	L1 Cacheable Data Writes	pmb.chm	2000000	0	0	0	0	0
0x10022	0x40	0x83	0x53	0x21	0	"0,1"	L1D_CACHE.ALL_REF	L1 Data reads and writes	pmb.chm	2000000	0	0	0	0	0
0x10022	0x40	0xA3	0x53	0x21	0	"0,1"	L1D_CACHE.ALL_CACHE_REF	L1 Data Cacheable reads and writes	pmb.chm	2000000	0	0	0	0	0
0x10022	0x40	0x8	0x53	0x21	0	"0,1"	L1D_CACHE.REPL	L1 Data line replacements	pmb.chm	2000000	0	0	0	0	0
0x10022	0x40	0x48	0x53	0x21	0	"0,1"	L1D_CACHE.REPLM	Modified cache lines allocated in the L1 data cache	pmb.chm	2000000	0	0	0	0	0
0x10022	0x40	0x10	0x53	0x21	0	"0,1"	L1D_CACHE.EVICT	Modified cache lines evicted from the L1 data cache	pmb.chm	2000000	0	0	0	0	0
0x10023	0x60	0xE0	0x53	0x201	0	"0,1"	BUS_REQUEST_OUTSTANDING.ALL_AGENTS	Outstanding cacheable data read bus requests duration.	pmb.chm	200000	0	0	0	0	0
0x10023	0x60	0x40	0x53	0x201	0	"0,1"	BUS_REQUEST_OUTSTANDING.SELF	Outstanding cacheable data read bus requests duration.	pmb.chm	200000	0	0	0	0	0
0x10024	0x61	0x20	0x53	0x201	0	"0,1"	BUS_BNR_DRV.ALL_AGENTS	Number of Bus Not Ready signals asserted.	pmb.chm	200000	0	0	0	0	0
0x10024	0x61	0x0	0x53	0x201	0	"0,1"	BUS_BNR_DRV.THIS_AGENT	Number of Bus Not Ready signals asserted.	pmb.chm	200000	0	0	0	0	0
0x10025	0x62	0x20	0x53	0x201	0	"0,1"	BUS_DRDY_CLOCKS.ALL_AGENTS	Bus cycles when data is sent on the bus.	pmb.chm	200000	0	0	0	0	0
0x10025	0x62	0x0	0x53	0x201	0	"0,1"	BUS_DRDY_CLOCKS.THIS_AGENT	Bus cycles when data is sent on the bus.	pmb.chm	200000	0	0	0	0	0
0x10026	0x63	0xE0	0x53	0x201	0	"0,1"	BUS_LOCK_CLOCKS.ALL_AGENTS	Bus cycles when a LOCK signal is asserted.	pmb.chm	200000	0	0	0	0	0
0x10026	0x63	0x40	0x53	0x201	0	"0,1"	BUS_LOCK_CLOCKS.SELF	Bus cycles when a LOCK signal is asserted.	pmb.chm	200000	0	0	0	0	0
0x10027	0x64	0x40	0x53	0x201	0	"0,1"	BUS_DATA_RCV.SELF	Bus cycles while processor receives data.	pmb.chm	200000	0	0	0	0	0
0x10028	0x65	0xE0	0x53	0x201	0	"0,1"	BUS_TRANS_BRD.ALL_AGENTS	Burst read bus transactions.	pmb.chm	200000	0	0	0	0	0
0x10028	0x65	0x40	0x53	0x201	0	"0,1"	BUS_TRANS_BRD.SELF	Burst read bus transactions.	pmb.chm	200000	0	0	0	0	0
0x10029	0x66	0xE0	0x53	0x201	0	"0,1"	BUS_TRANS_RFO.ALL_AGENTS	RFO bus transactions.	pmb.chm	200000	0	0	0	0	0
0x10029	0x66	0x40	0x53	0x201	0	"0,1"	BUS_TRANS_RFO.SELF	RFO bus transactions.	pmb.chm	200000	0	0	0	0	0
0x1002A	0x67	0xE0	0x53	0x201	0	"0,1"	BUS_TRANS_WB.ALL_AGENTS	Explicit writeback bus transactions.	pmb.chm	200000	0	0	0	0	0
0x1002A	0x67	0x40	0x53	0x201	0	"0,1"	BUS_TRANS_WB.SELF	Explicit writeback bus transactions.	pmb.chm	200000	0	0	0	0	0
0x1002B	0x68	0xE0	0x53	0x201	0	"0,1"	BUS_TRANS_IFETCH.ALL_AGENTS	Instruction-fetch bus transactions.	pmb.chm	200000	0	0	0	0	0
0x1002B	0x68	0x40	0x53	0x201	0	"0,1"	BUS_TRANS_IFETCH.SELF	Instruction-fetch bus transactions.	pmb.chm	200000	0	0	0	0	0
0x1002C	0x69	0xE0	0x53	0x201	0	"0,1"	BUS_TRANS_INVAL.ALL_AGENTS	Invalidate bus transactions.	pmb.chm	200000	0	0	0	0	0
